invoice#,date,country,product_id,shop,gender,size_us,size_europe,size_uk,unit_price,discount,year,month,sale_price
60823,11-04-2016,United States,2196,US14,Male,9,42,8.5,169.00,0%,2016,4,169.00
60824,11-04-2016,United States,2200,US1,Male,10.5,43-44,10,169.00,0%,2016,4,169.00
60825,11-04-2016,United Kingdom,2172,UK4,Male,10.5,43-44,10,139.00,0%,2016,4,139.00
60826,11-04-2016,Canada,2201,CAN1,Male,11.5,44-45,11,159.00,0%,2016,4,159.00
60827,11-04-2016,United States,2206,US4,Female,8.5,39,6.5,159.00,0%,2016,4,159.00
60828,11-04-2016,Canada,2193,CAN6,Female,9.5,40,7.5,169.00,0%,2016,4,169.00
60829,11-04-2016,United States,2194,US14,Male,9.5,42-43,9,159.00,0%,2016,4,159.00
60830,11-04-2016,United Kingdom,2221,UK2,Male,10,43,9.5,129.00,0%,2016,4,129.00
60831,11-04-2016,United States,2187,US12,Male,11.5,44-45,11,179.00,0%,2016,4,179.00
60832,11-04-2016,Germany,2194,GER1,Female,8.5,39,6.5,169.00,0%,2016,4,169.00
60833,11-04-2016,Canada,2208,CAN2,Male,10.5,43-44,10,199.00,0%,2016,4,199.00
60834,11-04-2016,Canada,2212,CAN1,Male,9,42,8.5,129.00,0%,2016,4,129.00
60835,11-04-2016,Germany,2187,GER1,Female,8,38-39,6,129.00,30%,2016,4,90.30
60836,11-04-2016,Germany,2187,GER1,Female,7,37-38,5,159.00,0%,2016,4,159.00
60836,11-04-2016,Germany,2190,GER3,Male,8.5,41-42,8,139.00,0%,2016,4,139.00
60837,11-04-2016,United States,2217,US6,Female,7.5,38,5.5,159.00,0%,2016,4,159.00
60838,11-04-2016,Germany,2155,GER3,Male,9,42,8.5,139.00,0%,2016,4,139.00
60838,11-04-2016,Germany,2191,GER2,Male,10.5,43-44,10,149.00,0%,2016,4,149.00
60839,11-04-2016,United States,2158,US3,Female,7.5,38,5.5,169.00,0%,2016,4,169.00
60840,11-04-2016,United States,2173,US15,Male,10.5,43-44,10,149.00,0%,2016,4,149.00
60841,11-04-2016,Germany,2183,GER2,Male,10.5,43-44,10,149.00,0%,2016,4,149.00
60842,12-04-2016,Germany,2173,GER1,Male,8.5,41-42,8,179.00,0%,2016,4,179.00
60843,12-04-2016,Germany,2149,GER1,Female,11.5,42,9.5,199.00,20%,2016,4,159.20
60844,12-04-2016,Canada,2229,CAN6,Female,7.5,38,5.5,189.00,0%,2016,4,189.00
60845,12-04-2016,United States,2228,US14,Male,10,43,9.5,199.00,20%,2016,4,159.20
60846,12-04-2016,Germany,2157,GER1,Male,9,42,8.5,129.00,50%,2016,4,64.50
60847,12-04-2016,United States,2168,US15,Female,6,36-37,4,159.00,50%,2016,4,79.50
60848,12-04-2016,United Kingdom,2174,UK1,Female,7,37-38,5,199.00,0%,2016,4,199.00
60849,12-04-2016,United States,2187,US14,Female,7.5,38,5.5,169.00,0%,2016,4,169.00
60850,12-04-2016,United States,2168,US13,Female,6,36-37,4,129.00,10%,2016,4,116.10
60851,12-04-2016,Canada,2174,CAN3,Male,9.5,42-43,9,159.00,0%,2016,4,159.00
60852,12-04-2016,United States,2212,US13,Female,7,37-38,5,139.00,50%,2016,4,69.50
60852,12-04-2016,United States,2147,US13,Male,8.5,41-42,8,129.00,0%,2016,4,129.00
60853,12-04-2016,United Kingdom,2148,UK2,Male,11.5,44-45,11,189.00,0%,2016,4,189.00
60854,12-04-2016,Germany,2183,GER2,Female,8,38-39,6,149.00,20%,2016,4,119.20
60855,12-04-2016,Germany,2215,GER2,Female,7,37-38,5,189.00,20%,2016,4,151.20
60855,12-04-2016,Germany,2173,GER3,Male,10,43,9.5,139.00,30%,2016,4,97.30
60856,12-04-2016,United States,2213,US2,Female,7.5,38,5.5,129.00,30%,2016,4,90.30
60857,12-04-2016,United Kingdom,2172,UK1,Female,8,38-39,6,129.00,50%,2016,4,64.50
60858,12-04-2016,Germany,2214,GER2,Male,8.5,41-42,8,169.00,0%,2016,4,169.00
60859,12-04-2016,Canada,2238,CAN3,Male,9,42,8.5,169.00,0%,2016,4,169.00
60860,13-04-2016,Germany,2161,GER2,Male,8,41,7.5,189.00,0%,2016,4,189.00
60861,13-04-2016,Germany,2232,GER1,Male,9,42,8.5,199.00,10%,2016,4,179.10
60862,13-04-2016,United States,2156,US15,Male,11.5,44-45,11,129.00,50%,2016,4,64.50
60863,13-04-2016,United States,2153,US13,Male,11,44,10.5,129.00,0%,2016,4,129.00
60864,13-04-2016,United States,2202,US11,Female,9,39-40,7,149.00,0%,2016,4,149.00
60865,13-04-2016,Canada,2158,CAN2,Female,7.5,38,5.5,159.00,30%,2016,4,111.30
60866,13-04-2016,Germany,2170,GER2,Male,10,43,9.5,169.00,50%,2016,4,84.50
60867,13-04-2016,United States,2167,US13,Female,7.5,38,5.5,189.00,10%,2016,4,170.10
60868,13-04-2016,Germany,2229,GER1,Female,9,39-40,7,179.00,0%,2016,4,179.00
60869,13-04-2016,United States,2192,US12,Male,9,42,8.5,199.00,30%,2016,4,139.30
60870,13-04-2016,Canada,2158,CAN7,Female,9.5,40,7.5,189.00,0%,2016,4,189.00
60871,13-04-2016,Germany,2196,GER1,Female,8,38-39,6,199.00,20%,2016,4,159.20
60872,13-04-2016,United States,2227,US14,Female,6,36-37,4,139.00,0%,2016,4,139.00
60873,13-04-2016,United Kingdom,2160,UK1,Male,9,42,8.5,189.00,0%,2016,4,189.00
60874,13-04-2016,Germany,2204,GER2,Female,7,37-38,5,129.00,50%,2016,4,64.50
60874,13-04-2016,Germany,2193,GER1,Female,7.5,38,5.5,179.00,50%,2016,4,89.50
60874,13-04-2016,Germany,2157,GER1,Male,10.5,43-44,10,179.00,0%,2016,4,179.00
60875,13-04-2016,Canada,2240,CAN2,Female,9,39-40,7,129.00,10%,2016,4,116.10
60876,13-04-2016,Germany,2191,GER2,Male,10,43,9.5,169.00,20%,2016,4,135.20
60877,13-04-2016,United Kingdom,2224,UK3,Male,8.5,41-42,8,129.00,50%,2016,4,64.50
60878,13-04-2016,United Kingdom,2162,UK2,Male,8.5,41-42,8,179.00,30%,2016,4,125.30
60879,13-04-2016,Germany,2204,GER2,Male,10.5,43-44,10,149.00,0%,2016,4,149.00
60879,13-04-2016,Germany,2233,GER2,Female,9,39-40,7,129.00,50%,2016,4,64.50
60880,14-04-2016,Germany,2227,GER2,Male,10,43,9.5,189.00,30%,2016,4,132.30
60881,14-04-2016,United States,2234,US13,Male,10,43,9.5,159.00,20%,2016,4,127.20
60882,14-04-2016,United States,2240,US9,Female,7.5,38,5.5,129.00,0%,2016,4,129.00
60883,14-04-2016,Germany,2194,GER2,Female,8.5,39,6.5,169.00,30%,2016,4,118.30
60884,14-04-2016,United States,2209,US1,Male,12,45,11.5,179.00,20%,2016,4,143.20
60885,14-04-2016,Canada,2214,CAN3,Male,10.5,43-44,10,139.00,0%,2016,4,139.00
60886,14-04-2016,United Kingdom,2183,UK5,Female,8,38-39,6,169.00,50%,2016,4,84.50
60887,14-04-2016,United Kingdom,2205,UK5,Female,7,37-38,5,189.00,0%,2016,4,189.00
60888,14-04-2016,United Kingdom,2227,UK5,Female,9,39-40,7,179.00,0%,2016,4,179.00
60889,14-04-2016,Germany,2237,GER2,Female,6,36-37,4,199.00,0%,2016,4,199.00
60889,14-04-2016,Germany,2203,GER2,Female,8,38-39,6,129.00,50%,2016,4,64.50
60890,14-04-2016,Canada,2209,CAN1,Male,10.5,43-44,10,129.00,20%,2016,4,103.20
60891,14-04-2016,United States,2232,US3,Female,6,36-37,4,179.00,10%,2016,4,161.10
60892,14-04-2016,Germany,2195,GER1,Female,9,39-40,7,139.00,20%,2016,4,111.20
60893,14-04-2016,United States,2225,US14,Male,10.5,43-44,10,129.00,30%,2016,4,90.30
60894,14-04-2016,United Kingdom,2181,UK1,Female,7,37-38,5,179.00,50%,2016,4,89.50
60895,14-04-2016,United Kingdom,2193,UK4,Female,9,39-40,7,159.00,20%,2016,4,127.20
60896,14-04-2016,Canada,2192,CAN2,Female,9,39-40,7,149.00,10%,2016,4,134.10
60897,14-04-2016,United Kingdom,2166,UK5,Male,15,48,14.5,139.00,0%,2016,4,139.00
60898,15-04-2016,Germany,2172,GER1,Male,9,42,8.5,189.00,0%,2016,4,189.00
60899,15-04-2016,United States,2207,US13,Male,10.5,43-44,10,149.00,30%,2016,4,104.30
60900,15-04-2016,United States,2181,US6,Male,14,47,13.5,199.00,0%,2016,4,199.00
60901,15-04-2016,United States,2183,US15,Female,9,39-40,7,139.00,50%,2016,4,69.50
60902,15-04-2016,United Kingdom,2222,UK4,Male,10.5,43-44,10,199.00,10%,2016,4,179.10
60903,15-04-2016,Germany,2181,GER3,Female,10,40-41,8,129.00,30%,2016,4,90.30
60904,15-04-2016,United States,2163,US15,Male,10,43,9.5,159.00,30%,2016,4,111.30
60905,15-04-2016,Canada,2217,CAN1,Female,9,39-40,7,179.00,10%,2016,4,161.10
60906,15-04-2016,United States,2180,US13,Male,10,43,9.5,139.00,50%,2016,4,69.50
60907,15-04-2016,United States,2150,US8,Male,9,42,8.5,149.00,50%,2016,4,74.50
60908,15-04-2016,United States,2177,US12,Female,8,38-39,6,139.00,0%,2016,4,139.00
60909,15-04-2016,Germany,2166,GER2,Male,10.5,43-44,10,169.00,20%,2016,4,135.20
60910,15-04-2016,Germany,2229,GER1,Male,10,43,9.5,199.00,20%,2016,4,159.20
60911,15-04-2016,United Kingdom,2174,UK1,Female,7,37-38,5,199.00,0%,2016,4,199.00
60912,15-04-2016,United Kingdom,2162,UK2,Male,8.5,41-42,8,179.00,30%,2016,4,125.30
60913,15-04-2016,United States,2187,US14,Female,6,36-37,4,159.00,0%,2016,4,159.00
60914,15-04-2016,United States,2157,US14,Female,7,37-38,5,169.00,0%,2016,4,169.00
60915,15-04-2016,United Kingdom,2184,UK2,Female,9,39-40,7,159.00,10%,2016,4,143.10
60916,15-04-2016,Canada,2185,CAN6,Female,9,39-40,7,189.00,10%,2016,4,170.10
60917,15-04-2016,United States,2214,US13,Female,9.5,40,7.5,149.00,0%,2016,4,149.00
60918,15-04-2016,United Kingdom,2202,UK4,Male,9,42,8.5,199.00,0%,2016,4,199.00
60919,15-04-2016,United States,2154,US2,Male,9,42,8.5,129.00,10%,2016,4,116.10
60920,15-04-2016,Germany,2182,GER2,Female,9,39-40,7,199.00,50%,2016,4,99.50
60921,16-04-2016,United States,2212,US15,Female,9,39-40,7,189.00,0%,2016,4,189.00
60922,16-04-2016,United Kingdom,2158,UK5,Male,9,42,8.5,149.00,0%,2016,4,149.00
60923,16-04-2016,United States,2223,US13,Male,9,42,8.5,149.00,30%,2016,4,104.30
60924,16-04-2016,Canada,2241,CAN3,Female,10.5,41,8.5,129.00,0%,2016,4,129.00
60925,16-04-2016,United Kingdom,2222,UK4,Male,10.5,43-44,10,199.00,10%,2016,4,179.10
60926,16-04-2016,Germany,2212,GER2,Female,8,38-39,6,189.00,0%,2016,4,189.00
60927,16-04-2016,Canada,2240,CAN2,Female,9,39-40,7,129.00,10%,2016,4,116.10
60928,16-04-2016,United States,2234,US13,Male,10,43,9.5,159.00,20%,2016,4,127.20
60929,16-04-2016,Germany,2212,GER3,Male,8.5,41-42,8,189.00,0%,2016,4,189.00
60930,16-04-2016,United States,2178,US12,Female,8,38-39,6,179.00,30%,2016,4,125.30
60931,16-04-2016,United Kingdom,2166,UK5,Male,15,48,14.5,139.00,0%,2016,4,139.00
60932,16-04-2016,United Kingdom,2207,UK5,Female,9,39-40,7,199.00,20%,2016,4,159.20
60933,16-04-2016,United States,2232,US2,Male,9.5,42-43,9,139.00,0%,2016,4,139.00
60934,16-04-2016,United States,2233,US13,Female,9.5,40,7.5,189.00,0%,2016,4,189.00
60935,17-04-2016,United States,2148,US12,Male,9.5,42-43,9,129.00,50%,2016,4,64.50
60936,17-04-2016,United Kingdom,2227,UK5,Female,9,39-40,7,179.00,0%,2016,4,179.00
60937,17-04-2016,Canada,2148,CAN3,Female,10.5,41,8.5,139.00,0%,2016,4,139.00
60938,17-04-2016,Canada,2224,CAN1,Male,9,42,8.5,159.00,50%,2016,4,79.50
60939,17-04-2016,Germany,2161,GER2,Male,8,41,7.5,189.00,0%,2016,4,189.00
60940,17-04-2016,United States,2217,US14,Female,8,38-39,6,189.00,20%,2016,4,151.20
60941,17-04-2016,United States,2181,US15,Female,11.5,42,9.5,189.00,0%,2016,4,189.00
60942,17-04-2016,United States,2207,US13,Male,10.5,43-44,10,149.00,30%,2016,4,104.30
60943,17-04-2016,Germany,2190,GER1,Female,7,37-38,5,159.00,0%,2016,4,159.00
60944,17-04-2016,Germany,2206,GER1,Male,9,42,8.5,179.00,0%,2016,4,179.00
60945,17-04-2016,Germany,2196,GER1,Female,8,38-39,6,199.00,20%,2016,4,159.20
60946,17-04-2016,United States,2167,US13,Female,7,37-38,5,199.00,0%,2016,4,199.00
60947,17-04-2016,United States,2164,US6,Female,8.5,39,6.5,199.00,0%,2016,4,199.00
60948,17-04-2016,Germany,2230,GER1,Female,8.5,39,6.5,159.00,0%,2016,4,159.00
60949,17-04-2016,Canada,2238,CAN6,Male,10,43,9.5,199.00,0%,2016,4,199.00
60950,17-04-2016,Germany,2238,GER3,Female,8.5,39,6.5,149.00,0%,2016,4,149.00
60951,18-04-2016,United Kingdom,2225,UK3,Male,8.5,41-42,8,149.00,50%,2016,4,74.50
60952,18-04-2016,United Kingdom,2162,UK2,Male,8.5,41-42,8,179.00,30%,2016,4,125.30
60953,18-04-2016,United States,2224,US3,Male,9.5,42-43,9,129.00,10%,2016,4,116.10
60954,18-04-2016,Canada,2168,CAN7,Male,9.5,42-43,9,189.00,0%,2016,4,189.00
60955,18-04-2016,Germany,2227,GER2,Male,10,43,9.5,189.00,30%,2016,4,132.30
60956,18-04-2016,Germany,2149,GER1,Female,11.5,42,9.5,199.00,20%,2016,4,159.20
60957,18-04-2016,Germany,2204,GER2,Male,10.5,43-44,10,149.00,0%,2016,4,149.00
60958,18-04-2016,Canada,2217,CAN5,Female,9.5,40,7.5,199.00,0%,2016,4,199.00
60959,18-04-2016,United Kingdom,2194,UK4,Male,9.5,42-43,9,139.00,50%,2016,4,69.50
60959,18-04-2016,United Kingdom,2214,UK4,Male,9.5,42-43,9,129.00,0%,2016,4,129.00
60960,18-04-2016,Germany,2233,GER2,Female,8,38-39,6,179.00,0%,2016,4,179.00
60961,18-04-2016,Germany,2241,GER1,Female,8,38-39,6,159.00,0%,2016,4,159.00
60962,18-04-2016,United Kingdom,2194,UK2,Female,8,38-39,6,189.00,0%,2016,4,189.00
60963,18-04-2016,United Kingdom,2213,UK3,Male,9.5,42-43,9,199.00,0%,2016,4,199.00
60963,18-04-2016,United Kingdom,2234,UK3,Male,9.5,42-43,9,199.00,0%,2016,4,199.00
60964,18-04-2016,United States,2225,US13,Male,8.5,41-42,8,189.00,10%,2016,4,170.10
60965,18-04-2016,Canada,2192,CAN5,Female,7.5,38,5.5,199.00,0%,2016,4,199.00
60966,18-04-2016,United States,2156,US13,Female,8.5,39,6.5,199.00,0%,2016,4,199.00
60967,18-04-2016,Canada,2173,CAN5,Female,7.5,38,5.5,159.00,10%,2016,4,143.10
60968,18-04-2016,United States,2163,US15,Female,8.5,39,6.5,159.00,20%,2016,4,127.20
60969,18-04-2016,United States,2192,US13,Female,6,36-37,4,129.00,20%,2016,4,103.20
60970,18-04-2016,United States,2198,US12,Male,9.5,42-43,9,199.00,0%,2016,4,199.00
60971,18-04-2016,United States,2180,US13,Male,10,43,9.5,139.00,50%,2016,4,69.50
60972,18-04-2016,United Kingdom,2168,UK1,Female,9,39-40,7,139.00,0%,2016,4,139.00
60972,18-04-2016,United Kingdom,2160,UK3,Female,9,39-40,7,169.00,20%,2016,4,135.20
60973,18-04-2016,Germany,2235,GER1,Male,12,45,11.5,179.00,50%,2016,4,89.50
60974,18-04-2016,Canada,2151,CAN6,Male,11,44,10.5,159.00,0%,2016,4,159.00
60975,19-04-2016,Germany,2238,GER2,Male,10,43,9.5,169.00,0%,2016,4,169.00
60975,19-04-2016,Germany,2152,GER2,Male,9.5,42-43,9,149.00,0%,2016,4,149.00
60976,19-04-2016,United States,2202,US14,Female,8,38-39,6,139.00,20%,2016,4,111.20
60977,19-04-2016,United States,2148,US14,Male,9,42,8.5,189.00,0%,2016,4,189.00
60978,19-04-2016,United States,2209,US11,Female,5.5,36,3.5,179.00,30%,2016,4,125.30
60979,19-04-2016,United Kingdom,2181,UK4,Female,6.5,37,4.5,149.00,30%,2016,4,104.30
60980,19-04-2016,Germany,2171,GER2,Female,9,39-40,7,149.00,30%,2016,4,104.30
60980,19-04-2016,Germany,2189,GER1,Female,9,39-40,7,139.00,0%,2016,4,139.00
60981,19-04-2016,United States,2153,US13,Male,11,44,10.5,129.00,0%,2016,4,129.00
60982,19-04-2016,Canada,2200,CAN5,Female,9.5,40,7.5,169.00,0%,2016,4,169.00
60983,19-04-2016,United Kingdom,2154,UK2,Male,9,42,8.5,179.00,0%,2016,4,179.00
60983,19-04-2016,United Kingdom,2194,UK4,Male,9.5,42-43,9,139.00,50%,2016,4,69.50
60984,19-04-2016,Germany,2212,GER2,Female,8,38-39,6,189.00,0%,2016,4,189.00
60985,19-04-2016,Germany,2241,GER2,Female,8,38-39,6,129.00,0%,2016,4,129.00
60986,19-04-2016,Germany,2170,GER2,Male,10,43,9.5,169.00,50%,2016,4,84.50
60987,19-04-2016,United Kingdom,2214,UK4,Male,9.5,42-43,9,129.00,0%,2016,4,129.00
60987,19-04-2016,United Kingdom,2213,UK3,Male,9.5,42-43,9,199.00,0%,2016,4,199.00
60988,19-04-2016,Canada,2189,CAN2,Male,8.5,41-42,8,199.00,0%,2016,4,199.00
60989,19-04-2016,Germany,2170,GER3,Male,10,43,9.5,129.00,0%,2016,4,129.00
60990,19-04-2016,United Kingdom,2232,UK3,Male,9.5,42-43,9,169.00,0%,2016,4,169.00
60991,19-04-2016,United States,2161,US15,Female,8.5,39,6.5,169.00,30%,2016,4,118.30
60992,19-04-2016,Canada,2214,CAN7,Male,10,43,9.5,179.00,20%,2016,4,143.20
60992,19-04-2016,Canada,2196,CAN6,Female,7,37-38,5,139.00,0%,2016,4,139.00
60993,19-04-2016,United States,2234,US13,Male,10,43,9.5,159.00,20%,2016,4,127.20
60994,19-04-2016,United Kingdom,2234,UK3,Male,9.5,42-43,9,199.00,0%,2016,4,199.00
60994,19-04-2016,United Kingdom,2168,UK1,Female,9,39-40,7,139.00,0%,2016,4,139.00
60995,19-04-2016,Germany,2226,GER3,Male,10,43,9.5,139.00,20%,2016,4,111.20
60996,19-04-2016,Canada,2239,CAN3,Female,6.5,37,4.5,169.00,0%,2016,4,169.00
60997,19-04-2016,United Kingdom,2232,UK2,Male,10.5,43-44,10,199.00,0%,2016,4,199.00
60998,19-04-2016,Canada,2191,CAN2,Male,9.5,42-43,9,199.00,0%,2016,4,199.00
60999,20-04-2016,Germany,2192,GER2,Male,10.5,43-44,10,139.00,0%,2016,4,139.00
60999,20-04-2016,Germany,2238,GER2,Male,10,43,9.5,169.00,0%,2016,4,169.00
61000,20-04-2016,Canada,2193,CAN6,Female,9.5,40,7.5,169.00,0%,2016,4,169.00
61001,20-04-2016,Canada,2194,CAN5,Male,9.5,42-43,9,129.00,0%,2016,4,129.00
61002,20-04-2016,United States,2184,US5,Male,9,42,8.5,139.00,0%,2016,4,139.00
61003,20-04-2016,Canada,2212,CAN1,Male,9.5,42-43,9,199.00,0%,2016,4,199.00
61004,20-04-2016,Germany,2186,GER2,Female,9,39-40,7,149.00,20%,2016,4,119.20
61004,20-04-2016,Germany,2171,GER2,Female,9,39-40,7,149.00,30%,2016,4,104.30
61005,20-04-2016,Canada,2203,CAN6,Male,10.5,43-44,10,179.00,30%,2016,4,125.30
61006,20-04-2016,United Kingdom,2158,UK5,Male,9,42,8.5,149.00,0%,2016,4,149.00
61006,20-04-2016,United Kingdom,2154,UK2,Male,9,42,8.5,179.00,0%,2016,4,179.00
61007,20-04-2016,Germany,2161,GER2,Male,8,41,7.5,189.00,0%,2016,4,189.00
61008,20-04-2016,United Kingdom,2194,UK4,Male,9.5,42-43,9,139.00,50%,2016,4,69.50
61008,20-04-2016,United Kingdom,2214,UK4,Male,9.5,42-43,9,129.00,0%,2016,4,129.00
61009,20-04-2016,United States,2229,US15,Female,8,38-39,6,169.00,0%,2016,4,169.00
61010,20-04-2016,Canada,2217,CAN1,Male,9.5,42-43,9,139.00,10%,2016,4,125.10
61011,20-04-2016,Germany,2207,GER3,Male,9,42,8.5,199.00,10%,2016,4,179.10
61012,20-04-2016,United States,2157,US15,Female,7.5,38,5.5,159.00,50%,2016,4,79.50
61013,20-04-2016,United Kingdom,2193,UK4,Female,9,39-40,7,159.00,20%,2016,4,127.20
61014,20-04-2016,Germany,2189,GER2,Male,9.5,42-43,9,139.00,50%,2016,4,69.50
61015,20-04-2016,United States,2217,US2,Male,8.5,41-42,8,159.00,0%,2016,4,159.00
61016,20-04-2016,United States,2228,US10,Female,7.5,38,5.5,159.00,30%,2016,4,111.30
61017,20-04-2016,Germany,2150,GER2,Male,9.5,42-43,9,199.00,0%,2016,4,199.00
61018,20-04-2016,Canada,2213,CAN2,Female,7.5,38,5.5,149.00,0%,2016,4,149.00
61019,20-04-2016,Germany,2147,GER1,Female,8.5,39,6.5,149.00,20%,2016,4,119.20
61020,20-04-2016,Germany,2240,GER3,Female,9,39-40,7,159.00,10%,2016,4,143.10
61021,20-04-2016,United Kingdom,2213,UK3,Male,9.5,42-43,9,199.00,0%,2016,4,199.00
61021,20-04-2016,United Kingdom,2234,UK3,Male,9.5,42-43,9,199.00,0%,2016,4,199.00
61022,20-04-2016,United States,2159,US14,Male,10.5,43-44,10,129.00,0%,2016,4,129.00
61023,20-04-2016,Germany,2166,GER2,Male,10.5,43-44,10,149.00,20%,2016,4,119.20
61024,20-04-2016,Canada,2238,CAN3,Male,9,42,8.5,169.00,0%,2016,4,169.00
61025,21-04-2016,Canada,2168,CAN6,Male,10,43,9.5,129.00,0%,2016,4,129.00
61026,21-04-2016,Germany,2172,GER1,Female,9,39-40,7,149.00,0%,2016,4,149.00
61026,21-04-2016,Germany,2186,GER2,Female,9,39-40,7,149.00,20%,2016,4,119.20
61027,21-04-2016,Canada,2192,CAN5,Female,7.5,38,5.5,199.00,0%,2016,4,199.00
61028,21-04-2016,Germany,2234,GER2,Male,10,43,9.5,159.00,50%,2016,4,79.50
61029,21-04-2016,Germany,2212,GER3,Male,8.5,41-42,8,189.00,0%,2016,4,189.00
61030,21-04-2016,United States,2231,US12,Female,7.5,38,5.5,179.00,20%,2016,4,143.20
61031,21-04-2016,Germany,2235,GER1,Male,12,45,11.5,179.00,50%,2016,4,89.50
61032,21-04-2016,United Kingdom,2231,UK3,Female,7.5,38,5.5,169.00,0%,2016,4,169.00
61033,21-04-2016,United States,2158,US3,Male,8,41,7.5,159.00,0%,2016,4,159.00
61034,21-04-2016,United States,2210,US15,Male,7.5,40-41,7,199.00,0%,2016,4,199.00
61035,21-04-2016,Germany,2189,GER1,Female,9,39-40,7,139.00,0%,2016,4,139.00
61036,21-04-2016,Canada,2178,CAN7,Female,9,39-40,7,199.00,0%,2016,4,199.00
61037,21-04-2016,Germany,2152,GER2,Male,9.5,42-43,9,149.00,0%,2016,4,149.00
61038,22-04-2016,Germany,2182,GER2,Male,10.5,43-44,10,149.00,0%,2016,4,149.00
61039,22-04-2016,Canada,2183,CAN5,Male,10,43,9.5,199.00,0%,2016,4,199.00
61040,22-04-2016,United Kingdom,2159,UK5,Female,6,36-37,4,189.00,50%,2016,4,94.50
61041,22-04-2016,United States,2152,US7,Male,9.5,42-43,9,169.00,10%,2016,4,152.10
61042,22-04-2016,Germany,2221,GER2,Female,7.5,38,5.5,159.00,0%,2016,4,159.00
61043,22-04-2016,Canada,2189,CAN2,Male,8.5,41-42,8,199.00,0%,2016,4,199.00
61044,22-04-2016,Germany,2214,GER1,Female,8.5,39,6.5,189.00,30%,2016,4,132.30
61045,22-04-2016,United States,2163,US15,Female,8.5,39,6.5,159.00,20%,2016,4,127.20
61046,22-04-2016,United States,2202,US9,Male,11,44,10.5,179.00,50%,2016,4,89.50
61047,22-04-2016,Germany,2189,GER2,Male,9.5,42-43,9,139.00,50%,2016,4,69.50
61048,22-04-2016,Canada,2206,CAN6,Male,10.5,43-44,10,129.00,0%,2016,4,129.00
61049,22-04-2016,United States,2215,US8,Male,10.5,43-44,10,159.00,0%,2016,4,159.00
61050,22-04-2016,Germany,2196,GER1,Male,8.5,41-42,8,129.00,0%,2016,4,129.00
61051,22-04-2016,United States,2164,US12,Female,7,37-38,5,189.00,20%,2016,4,151.20
61052,22-04-2016,Germany,2157,GER1,Male,10.5,43-44,10,129.00,10%,2016,4,116.10
61053,22-04-2016,United States,2148,US12,Female,11,41-42,9,139.00,20%,2016,4,111.20
61054,22-04-2016,United States,2162,US15,Female,9,39-40,7,159.00,0%,2016,4,159.00
61055,22-04-2016,Germany,2166,GER2,Male,10.5,43-44,10,149.00,20%,2016,4,119.20
61055,22-04-2016,Germany,2226,GER3,Male,10,43,9.5,139.00,20%,2016,4,111.20
61056,22-04-2016,Germany,2171,GER2,Female,9,39-40,7,149.00,30%,2016,4,104.30
61057,22-04-2016,United States,2236,US14,Male,14,47,13.5,149.00,0%,2016,4,149.00
61058,22-04-2016,Germany,2216,GER2,Female,8,38-39,6,169.00,10%,2016,4,152.10
61059,23-04-2016,Canada,2232,CAN6,Female,8,38-39,6,179.00,0%,2016,4,179.00
61060,23-04-2016,Germany,2187,GER1,Female,7,37-38,5,159.00,0%,2016,4,159.00
61061,23-04-2016,Germany,2234,GER2,Male,10,43,9.5,159.00,50%,2016,4,79.50
61062,23-04-2016,Germany,2156,GER1,Male,8,41,7.5,159.00,50%,2016,4,79.50
61063,23-04-2016,Canada,2226,CAN1,Female,10.5,41,8.5,129.00,0%,2016,4,129.00
61064,23-04-2016,Canada,2216,CAN2,Male,9.5,42-43,9,199.00,0%,2016,4,199.00
61064,23-04-2016,Canada,2168,CAN6,Male,9.5,42-43,9,139.00,0%,2016,4,139.00
61065,23-04-2016,Canada,2158,CAN6,Female,7.5,38,5.5,159.00,0%,2016,4,159.00
61065,23-04-2016,Canada,2172,CAN3,Female,7.5,38,5.5,139.00,0%,2016,4,139.00
61066,23-04-2016,Germany,2230,GER1,Female,8.5,39,6.5,159.00,0%,2016,4,159.00
61067,23-04-2016,United States,2161,US15,Female,8.5,39,6.5,169.00,30%,2016,4,118.30
61068,23-04-2016,Canada,2202,CAN3,Male,11,44,10.5,159.00,50%,2016,4,79.50
61069,23-04-2016,Germany,2236,GER3,Female,9.5,40,7.5,179.00,20%,2016,4,143.20
61070,23-04-2016,Germany,2207,GER3,Male,9,42,8.5,199.00,10%,2016,4,179.10
61071,23-04-2016,United States,2200,US12,Female,10.5,41,8.5,189.00,0%,2016,4,189.00
61072,23-04-2016,United States,2221,US9,Female,8.5,39,6.5,129.00,30%,2016,4,90.30
61073,23-04-2016,United Kingdom,2194,UK1,Female,7.5,38,5.5,199.00,0%,2016,4,199.00
61074,23-04-2016,United States,2200,US13,Female,6,36-37,4,169.00,10%,2016,4,152.10
61075,23-04-2016,United States,2159,US15,Female,8,38-39,6,179.00,50%,2016,4,89.50
61076,23-04-2016,Germany,2227,GER1,Female,8,38-39,6,129.00,50%,2016,4,64.50
61077,24-04-2016,Canada,2242,CAN3,Female,8,38-39,6,199.00,0%,2016,4,199.00
61078,24-04-2016,Germany,2215,GER2,Female,7,37-38,5,189.00,20%,2016,4,151.20
61079,24-04-2016,United Kingdom,2198,UK4,Male,9,42,8.5,149.00,50%,2016,4,74.50
61080,24-04-2016,United States,2212,US11,Male,9.5,42-43,9,159.00,0%,2016,4,159.00
